customerid,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Persona
16855,24.0,2,328.4,3,2,2,322,7,New Customers
16856,15.0,1,35.4,4,2,1,421,7,New Customers
16858,369.0,1,375.69,1,2,2,122,5,Typical Customers
16859,145.0,2,747.81,1,2,3,123,6,Big Spenders
16861,60.0,2,173.76,2,2,1,221,5,Typical Customers
16863,31.0,2,502.8,3,2,2,322,7,New Customers
16866,141.0,3,207.74,2,3,1,231,6,At Risk
16869,23.0,4,825.42,3,3,3,333,9,Champions
16871,22.0,6,2812.34,3,4,4,344,11,Champions
16872,77.0,3,680.02,2,3,3,233,8,At Risk
16873,5.0,6,7123.62,4,4,4,444,12,Champions
16875,67.0,5,2095.53,2,4,4,244,10,At Risk
16877,12.0,6,853.72,4,4,3,443,11,Champions
16878,84.0,1,13.3,2,2,1,221,5,Typical Customers
16880,31.0,7,1519.08,3,4,3,343,10,Champions
16881,67.0,1,432.0,2,2,2,222,6,Typical Customers
16882,67.0,3,705.12,2,3,3,233,8,At Risk
16883,187.0,2,276.73,1,2,1,121,4,Typical Customers
16884,38.0,2,429.84,3,2,2,322,7,New Customers
16885,15.0,3,471.51,4,3,2,432,9,Champions
16887,35.0,1,194.88,3,2,1,321,6,New Customers
16889,195.0,3,1578.67,1,3,3,133,7,At Risk
16891,2.0,5,809.7,4,4,3,443,11,Champions
16892,1.0,5,525.54,4,4,2,442,10,Champions
16893,367.0,1,145.93,1,2,1,121,4,Typical Customers
16895,65.0,1,219.14,2,2,1,221,5,Typical Customers
16897,299.0,2,289.78,1,2,1,121,4,Typical Customers
16898,26.0,3,508.81,3,3,2,332,8,Champions
16899,8.0,6,1281.56,4,4,3,443,11,Champions
16900,17.0,3,887.11,4,3,3,433,10,Champions
16902,116.0,1,1706.88,2,2,4,224,8,Big Spenders
16903,29.0,1,373.24,3,2,2,322,7,New Customers
16904,4.0,16,3754.27,4,4,4,444,12,Champions
16905,5.0,7,3102.43,4,4,4,444,12,Champions
16906,82.0,4,579.77,2,3,2,232,7,At Risk
16907,29.0,5,981.65,3,4,3,343,10,Champions
16909,72.0,1,379.14,2,2,2,222,6,Typical Customers
16910,4.0,8,1510.06,4,4,3,443,11,Champions
16912,29.0,11,2575.38,3,4,4,344,11,Champions
16913,290.0,1,113.44,1,2,1,121,4,Typical Customers
16914,36.0,1,208.46,3,2,1,321,6,New Customers
16915,9.0,6,621.68,4,4,2,442,10,Champions
16916,24.0,2,576.26,3,2,2,322,7,New Customers
16917,277.0,1,391.52,1,2,2,122,5,Typical Customers
16918,50.0,6,1068.82,3,4,3,343,10,Champions
16919,156.0,11,2596.45,1,4,4,144,9,At Risk
16921,61.0,1,169.79,2,2,1,221,5,Typical Customers
16923,12.0,19,7247.61,4,4,4,444,12,Champions
16924,21.0,3,846.75,3,3,3,333,9,Champions
16926,371.0,1,230.25,1,2,1,121,4,Typical Customers
16927,116.0,3,543.05,2,3,2,232,7,At Risk
16928,80.0,17,2847.6,2,4,4,244,10,At Risk
16929,4.0,7,1295.39,4,4,3,443,11,Champions
16930,26.0,3,380.55,3,3,2,332,8,Champions
16931,5.0,21,4604.22,4,4,4,444,12,Champions
16932,53.0,1,161.94,2,2,1,221,5,Typical Customers
16933,1.0,2,563.23,4,2,2,422,8,New Customers
16934,55.0,2,950.93,2,2,3,223,7,Big Spenders
16936,26.0,1,262.68,3,2,1,321,6,New Customers
16938,9.0,4,2736.38,4,3,4,434,11,Champions
16940,52.0,3,3049.88,2,3,4,234,9,At Risk
16942,13.0,9,1920.59,4,4,4,444,12,Champions
16943,212.0,3,816.73,1,3,3,133,7,At Risk
16945,22.0,19,4345.5,3,4,4,344,11,Champions
16947,236.0,1,406.48,1,2,2,122,5,Typical Customers
16948,139.0,3,435.02,2,3,2,232,7,At Risk
16949,4.0,6,1286.27,4,4,3,443,11,Champions
16950,57.0,3,1178.56,2,3,3,233,8,At Risk
16951,135.0,3,1277.75,2,3,3,233,8,At Risk
16952,109.0,2,167.61,2,2,1,221,5,Typical Customers
16953,30.0,1,20.8,3,2,1,321,6,New Customers
16954,1.0,9,2085.08,4,4,4,444,12,Champions
16955,185.0,4,518.67,1,3,2,132,6,At Risk
16956,18.0,1,308.74,4,2,2,422,8,New Customers
16957,239.0,2,416.64,1,2,2,122,5,Typical Customers
16959,87.0,1,117.35,2,2,1,221,5,Typical Customers
16960,39.0,3,507.05,3,3,2,332,8,Champions
16961,116.0,1,234.17,2,2,1,221,5,Typical Customers
16963,187.0,1,110.55,1,2,1,121,4,Typical Customers
16965,227.0,1,201.19,1,2,1,121,4,Typical Customers
16966,8.0,7,2154.97,4,4,4,444,12,Champions
16967,189.0,1,319.02,1,2,2,122,5,Typical Customers
16968,4.0,2,439.43,4,2,2,422,8,New Customers
16969,39.0,3,650.41,3,3,2,332,8,Champions
16971,38.0,1,357.21,3,2,2,322,7,New Customers
16976,267.0,1,251.52,1,2,1,121,4,Typical Customers
16978,78.0,1,344.33,2,2,2,222,6,Typical Customers
16979,4.0,6,1852.0,4,4,4,444,12,Champions
16980,255.0,2,1078.96,1,2,3,123,6,Big Spenders
16982,61.0,1,384.06,2,2,2,222,6,Typical Customers
16983,13.0,7,1931.25,4,4,4,444,12,Champions
16984,88.0,2,4481.35,2,2,4,224,8,Big Spenders
16985,17.0,10,5464.12,4,4,4,444,12,Champions
16986,30.0,2,1873.2,3,2,4,324,9,Big Spenders
16987,3.0,7,1625.05,4,4,3,443,11,Champions
16988,5.0,1,126.12,4,2,1,421,7,New Customers
16989,7.0,6,1133.25,4,4,3,443,11,Champions
16990,219.0,1,179.0,1,2,1,121,4,Typical Customers
16992,11.0,5,1614.31,4,4,3,443,11,Champions
16996,30.0,6,1456.96,3,4,3,343,10,Champions
16997,288.0,3,702.0,1,3,3,133,7,At Risk
16998,150.0,4,295.0,1,3,1,131,5,At Risk
16999,23.0,2,484.82,3,2,2,322,7,New Customers
17001,1.0,11,3989.57,4,4,4,444,12,Champions
17002,86.0,3,1493.73,2,3,3,233,8,At Risk
17004,46.0,2,1412.94,3,2,3,323,8,Big Spenders
17006,5.0,4,781.78,4,3,3,433,10,Champions
17007,51.0,6,889.93,3,4,3,343,10,Champions
17010,18.0,1,195.36,4,2,1,421,7,New Customers
17011,30.0,1,270.9,3,2,1,321,6,New Customers
17014,8.0,3,586.33,4,3,2,432,9,Champions
17015,29.0,3,1842.56,3,3,4,334,10,Champions
17017,3.0,20,8694.26,4,4,4,444,12,Champions
17018,41.0,2,920.1,3,2,3,323,8,Big Spenders
17019,11.0,4,1272.61,4,3,3,433,10,Champions
17022,31.0,1,71.0,3,2,1,321,6,New Customers
17024,45.0,3,95.85,3,3,1,331,7,Champions
17025,61.0,3,357.77,2,3,2,232,7,At Risk
17026,185.0,2,154.83,1,2,1,121,4,Typical Customers
17027,79.0,6,890.29,2,4,3,243,9,At Risk
17029,111.0,2,716.0,2,2,3,223,7,Big Spenders
17030,64.0,1,146.87,2,2,1,221,5,Typical Customers
17031,12.0,2,380.35,4,2,2,422,8,New Customers
17033,86.0,3,1030.14,2,3,3,233,8,At Risk
17034,16.0,3,745.52,4,3,3,433,10,Champions
17035,246.0,2,433.53,1,2,2,122,5,Typical Customers
17037,88.0,1,1267.32,2,2,3,223,7,Big Spenders
17038,30.0,1,112.4,3,2,1,321,6,New Customers
17040,138.0,1,449.73,2,2,2,222,6,Typical Customers
17041,27.0,3,1081.57,3,3,3,333,9,Champions
17042,3.0,5,1044.38,4,4,3,443,11,Champions
17043,32.0,4,1735.18,3,3,4,334,10,Champions
17044,25.0,1,948.48,3,2,3,323,8,Big Spenders
17045,113.0,3,339.44,2,3,2,232,7,At Risk
17046,157.0,1,642.02,1,2,2,122,5,Typical Customers
17047,85.0,3,1100.9,2,3,3,233,8,At Risk
17048,118.0,3,925.35,2,3,3,233,8,At Risk
17049,3.0,9,5659.98,4,4,4,444,12,Champions
17050,96.0,6,3228.84,2,4,4,244,10,At Risk
17051,194.0,1,247.14,1,2,1,121,4,Typical Customers
17052,28.0,1,413.75,3,2,2,322,7,New Customers
17053,131.0,1,498.48,2,2,2,222,6,Typical Customers
17054,28.0,5,1356.33,3,4,3,343,10,Champions
17058,82.0,3,1179.89,2,3,3,233,8,At Risk
17059,30.0,5,3095.04,3,4,4,344,11,Champions
17060,266.0,1,234.24,1,2,1,121,4,Typical Customers
17061,74.0,11,5232.23,2,4,4,244,10,At Risk
17062,314.0,4,538.37,1,3,2,132,6,At Risk
17063,21.0,7,1461.14,3,4,3,343,10,Champions
17064,59.0,3,859.35,2,3,3,233,8,At Risk
17068,12.0,21,4552.14,4,4,4,444,12,Champions
17069,28.0,9,2709.7,3,4,4,344,11,Champions
17070,114.0,1,312.14,2,2,2,222,6,Typical Customers
17071,28.0,9,2429.03,3,4,4,344,11,Champions
17073,18.0,4,1446.09,4,3,3,433,10,Champions
17075,18.0,4,834.12,4,3,3,433,10,Champions
17076,36.0,3,841.08,3,3,3,333,9,Champions
17078,36.0,2,378.2,3,2,2,322,7,New Customers
17079,78.0,1,118.8,2,2,1,221,5,Typical Customers
17080,22.0,2,287.62,3,2,1,321,6,New Customers
17081,25.0,2,290.16,3,2,1,321,6,New Customers
17082,33.0,2,2003.85,3,2,4,324,9,Big Spenders
17083,109.0,3,1405.78,2,3,3,233,8,At Risk
17084,35.0,2,2949.75,3,2,4,324,9,Big Spenders
17085,123.0,5,1566.65,2,4,3,243,9,At Risk
17086,7.0,6,2050.08,4,4,4,444,12,Champions
17088,28.0,4,1991.01,3,3,4,334,10,Champions
17090,4.0,7,2043.95,4,4,4,444,12,Champions
17091,3.0,9,3827.76,4,4,4,444,12,Champions
17092,50.0,4,1777.78,3,3,4,334,10,Champions
17094,322.0,1,302.0,1,2,1,121,4,Typical Customers
17095,23.0,3,1324.16,3,3,3,333,9,Champions
17096,15.0,4,1022.13,4,3,3,433,10,Champions
17097,2.0,8,954.42,4,4,3,443,11,Champions
17100,18.0,2,971.74,4,2,3,423,9,Big Spenders
17101,10.0,4,1621.73,4,3,3,433,10,Champions
17102,262.0,1,25.5,1,2,1,121,4,Typical Customers
17105,159.0,2,665.78,1,2,2,122,5,Typical Customers
17107,33.0,6,10815.43,3,4,4,344,11,Champions
17109,29.0,6,885.04,3,4,3,343,10,Champions
17110,165.0,1,163.3,1,2,1,121,4,Typical Customers
17111,47.0,1,248.61,3,2,1,321,6,New Customers
17114,6.0,8,808.62,4,4,3,443,11,Champions
17115,8.0,3,837.5,4,3,3,433,10,Champions
17117,288.0,1,116.2,1,2,1,121,4,Typical Customers
17118,318.0,1,157.02,1,2,1,121,4,Typical Customers
17119,3.0,2,606.91,4,2,2,422,8,New Customers
17120,233.0,1,307.46,1,2,2,122,5,Typical Customers
17122,119.0,1,138.32,2,2,1,221,5,Typical Customers
17123,162.0,1,345.3,1,2,2,122,5,Typical Customers
17124,185.0,1,298.89,1,2,1,121,4,Typical Customers
17125,50.0,1,259.35,3,2,1,321,6,New Customers
17126,152.0,5,1004.75,1,4,3,143,8,At Risk
17128,335.0,1,157.09,1,2,1,121,4,Typical Customers
17131,5.0,5,2463.17,4,4,4,444,12,Champions
17133,16.0,7,4892.24,4,4,4,444,12,Champions
17134,107.0,2,425.0,2,2,2,222,6,Typical Customers
17135,16.0,7,1139.73,4,4,3,443,11,Champions
17138,276.0,1,380.5,1,2,2,122,5,Typical Customers
17139,16.0,12,10668.47,4,4,4,444,12,Champions
17140,247.0,1,465.32,1,2,2,122,5,Typical Customers
17142,239.0,1,579.0,1,2,2,122,5,Typical Customers
17144,1.0,2,984.57,4,2,3,423,9,Big Spenders
17146,106.0,3,749.78,2,3,3,233,8,At Risk
17147,23.0,4,1714.59,3,3,4,334,10,Champions
17148,52.0,1,124.88,2,2,1,221,5,Typical Customers
17152,195.0,3,1689.5,1,3,4,134,8,At Risk
17153,24.0,1,213.78,3,2,1,321,6,New Customers
17154,75.0,1,329.34,2,2,2,222,6,Typical Customers
17155,18.0,2,251.7,4,2,1,421,7,New Customers
17157,8.0,2,319.0,4,2,2,422,8,New Customers
17158,32.0,3,1266.97,3,3,3,333,9,Champions
17159,22.0,3,1538.88,3,3,3,333,9,Champions
17160,31.0,6,3518.03,3,4,4,344,11,Champions
17162,29.0,10,1715.46,3,4,4,344,11,Champions
17163,22.0,2,293.1,3,2,1,321,6,New Customers
17164,33.0,7,2467.35,3,4,4,344,11,Champions
17165,284.0,1,158.68,1,2,1,121,4,Typical Customers
17166,39.0,2,206.34,3,2,1,321,6,New Customers
17169,58.0,2,835.78,2,2,3,223,7,Big Spenders
17171,289.0,1,224.91,1,2,1,121,4,Typical Customers
17172,79.0,1,317.76,2,2,2,222,6,Typical Customers
17173,5.0,8,3766.6,4,4,4,444,12,Champions
17174,218.0,1,59.9,1,2,1,121,4,Typical Customers
17175,44.0,4,1443.69,3,3,3,333,9,Champions
17176,202.0,1,306.13,1,2,1,121,4,Typical Customers
17179,178.0,3,711.79,1,3,3,133,7,At Risk
17180,56.0,4,796.03,2,3,3,233,8,At Risk
17181,57.0,2,239.92,2,2,1,221,5,Typical Customers
17183,8.0,6,3347.31,4,4,4,444,12,Champions
17186,47.0,2,144.0,3,2,1,321,6,New Customers
17187,227.0,1,203.95,1,2,1,121,4,Typical Customers
17188,11.0,7,2474.23,4,4,4,444,12,Champions
17189,106.0,2,384.4,2,2,2,222,6,Typical Customers
17190,59.0,2,444.74,2,3,2,232,7,At Risk
17191,28.0,7,2095.13,3,4,4,344,11,Champions
17193,36.0,7,1699.3,3,4,4,344,11,Champions
17194,274.0,2,262.62,1,3,1,131,5,At Risk
17197,30.0,1,1013.01,3,2,3,323,8,Big Spenders
17198,24.0,3,692.22,3,3,3,333,9,Champions
17201,54.0,1,342.63,2,2,2,222,6,Typical Customers
17203,36.0,6,3563.85,3,4,4,344,11,Champions
17204,175.0,4,1564.56,1,3,3,133,7,At Risk
17205,54.0,1,384.08,2,2,2,222,6,Typical Customers
17206,53.0,1,204.24,2,2,1,221,5,Typical Customers
17211,27.0,8,2317.22,3,4,4,344,11,Champions
17212,253.0,1,226.85,1,2,1,121,4,Typical Customers
17213,40.0,7,2781.23,3,4,4,344,11,Champions
17214,60.0,6,1069.12,2,4,3,243,9,At Risk
17217,234.0,1,113.5,1,2,1,121,4,Typical Customers
17218,4.0,10,1960.72,4,4,4,444,12,Champions
17219,32.0,1,114.23,3,2,1,321,6,New Customers
17220,24.0,14,3198.25,3,4,4,344,11,Champions
17221,7.0,2,335.13,4,3,2,432,9,Champions
17222,65.0,1,354.15,2,2,2,222,6,Typical Customers
17223,310.0,2,426.79,1,3,2,132,6,At Risk
17226,309.0,1,393.49,1,2,2,122,5,Typical Customers
17227,19.0,6,939.32,3,4,3,343,10,Champions
17228,16.0,8,1906.09,4,4,4,444,12,Champions
17229,96.0,2,318.76,2,3,2,232,7,At Risk
17230,264.0,8,3638.41,1,4,4,144,9,At Risk
17231,12.0,10,3174.32,4,4,4,444,12,Champions
17232,3.0,2,421.52,4,3,2,432,9,Champions
17233,35.0,1,190.88,3,2,1,321,6,New Customers
17234,183.0,1,149.89,1,2,1,121,4,Typical Customers
17235,25.0,2,550.06,3,3,2,332,8,Champions
17236,13.0,6,916.13,4,4,3,443,11,Champions
17237,11.0,2,314.69,4,3,2,432,9,Champions
17238,3.0,17,3744.65,4,4,4,444,12,Champions
17239,313.0,1,382.5,1,2,2,122,5,Typical Customers
17242,108.0,2,1135.04,2,3,3,233,8,At Risk
17243,1.0,26,8676.85,4,4,4,444,12,Champions
17244,53.0,1,954.9,2,2,3,223,7,Big Spenders
17245,205.0,1,171.45,1,2,1,121,4,Typical Customers
17247,15.0,1,282.19,4,2,1,421,7,New Customers
17248,120.0,1,318.65,2,2,2,222,6,Typical Customers
17250,4.0,2,384.52,4,3,2,432,9,Champions
17251,363.0,1,283.28,1,2,1,121,4,Typical Customers
17252,117.0,2,353.86,2,3,2,232,7,At Risk
17253,18.0,1,178.26,4,2,1,421,7,New Customers
17254,5.0,2,272.44,4,3,1,431,8,Champions
17255,41.0,2,298.41,3,3,1,331,7,Champions
17256,107.0,2,240.0,2,3,1,231,6,At Risk
17259,148.0,2,603.37,1,3,2,132,6,At Risk
17262,52.0,5,1253.36,2,4,3,243,9,At Risk
17263,208.0,1,63.44,1,2,1,121,4,Typical Customers
17265,139.0,2,562.9,2,3,2,232,7,At Risk
17266,2.0,3,310.64,4,3,2,432,9,Champions
17267,127.0,2,317.62,2,3,2,232,7,At Risk
17268,108.0,4,763.64,2,3,3,233,8,At Risk
17272,42.0,4,2148.63,3,3,4,334,10,Champions
17274,35.0,1,111.98,3,2,1,321,6,New Customers
17277,228.0,2,1065.35,1,3,3,133,7,At Risk
17278,241.0,1,246.04,1,2,1,121,4,Typical Customers
17279,58.0,1,187.83,2,2,1,221,5,Typical Customers
17282,130.0,3,1703.41,2,3,4,234,9,At Risk
17284,60.0,6,1652.58,2,4,3,243,9,At Risk
17286,22.0,1,153.92,3,2,1,321,6,New Customers
17287,26.0,7,1064.11,3,4,3,343,10,Champions
17288,9.0,7,1419.73,4,4,3,443,11,Champions
17289,32.0,3,944.41,3,3,3,333,9,Champions
17290,4.0,2,525.24,4,3,2,432,9,Champions
17291,308.0,1,550.8,1,2,2,122,5,Typical Customers
17293,8.0,9,1875.11,4,4,4,444,12,Champions
17295,29.0,3,556.95,3,3,2,332,8,Champions
17297,17.0,1,131.78,4,2,1,421,7,New Customers
17298,101.0,2,498.42,2,3,2,232,7,At Risk
17299,12.0,4,669.11,4,3,2,432,9,Champions
17301,21.0,1,197.63,3,2,1,321,6,New Customers
17302,15.0,5,1135.63,4,4,3,443,11,Champions
17303,361.0,1,250.04,1,2,1,121,4,Typical Customers
17306,11.0,19,8631.31,4,4,4,444,12,Champions
17309,95.0,1,82.75,2,2,1,221,5,Typical Customers
17311,78.0,2,1384.85,2,3,3,233,8,At Risk
17312,139.0,3,644.3,2,3,2,232,7,At Risk
17313,31.0,1,2328.84,3,2,4,324,9,Big Spenders
17314,25.0,8,2527.92,3,4,4,344,11,Champions
17315,2.0,38,6292.26,4,4,4,444,12,Champions
17317,46.0,3,2600.34,3,3,4,334,10,Champions
17320,100.0,3,1200.62,2,3,3,233,8,At Risk
17321,8.0,2,700.86,4,3,3,433,10,Champions
17323,15.0,7,921.07,4,4,3,443,11,Champions
17324,18.0,4,990.23,4,3,3,433,10,Champions
17325,280.0,1,96.8,1,2,1,121,4,Typical Customers
17329,14.0,2,523.11,4,3,2,432,9,Champions
17330,23.0,2,363.9,3,3,2,332,8,Champions
17331,124.0,1,175.2,2,2,1,221,5,Typical Customers
17333,86.0,1,494.25,2,2,2,222,6,Typical Customers
17334,302.0,2,307.02,1,3,1,131,5,At Risk
17337,151.0,4,2027.87,1,3,4,134,8,At Risk
17338,17.0,8,6643.93,4,4,4,444,12,Champions
17339,94.0,2,243.36,2,3,1,231,6,At Risk
17340,30.0,11,12353.29,3,4,4,344,11,Champions
17341,157.0,3,781.36,1,3,3,133,7,At Risk
17343,355.0,1,193.64,1,2,1,121,4,Typical Customers
17344,46.0,1,160.57,3,2,1,321,6,New Customers
17345,15.0,4,537.74,4,3,2,432,9,Champions
17346,4.0,15,2676.56,4,4,4,444,12,Champions
17347,86.0,1,228.96,2,2,1,221,5,Typical Customers
17348,15.0,5,1159.52,4,4,3,443,11,Champions
17349,179.0,1,110.75,1,2,1,121,4,Typical Customers
17350,8.0,4,1286.07,4,3,3,433,10,Champions
17351,36.0,3,587.15,3,3,2,332,8,Champions
17353,129.0,2,1740.0,2,3,4,234,9,At Risk
17354,51.0,1,1393.06,3,2,3,323,8,Big Spenders
17356,312.0,1,178.22,1,2,1,121,4,Typical Customers
17357,24.0,2,388.14,3,3,2,332,8,Champions
17358,303.0,2,365.85,1,3,2,132,6,At Risk
17359,11.0,1,127.86,4,2,1,421,7,New Customers
17360,17.0,3,585.79,4,3,2,432,9,Champions
17361,49.0,3,488.2,3,3,2,332,8,Champions
17362,239.0,2,312.23,1,3,2,132,6,At Risk
17364,1.0,11,4481.18,4,4,4,444,12,Champions
17365,13.0,8,4801.56,4,4,4,444,12,Champions
17367,238.0,1,168.4,1,2,1,121,4,Typical Customers
17368,23.0,8,1912.67,3,4,4,344,11,Champions
17370,73.0,4,446.18,2,3,2,232,7,At Risk
17371,17.0,3,423.89,4,3,2,432,9,Champions
17372,41.0,8,1342.68,3,4,3,343,10,Champions
17373,40.0,4,646.92,3,3,2,332,8,Champions
17374,219.0,2,495.77,1,3,2,132,6,At Risk
17375,199.0,3,400.1,1,3,2,132,6,At Risk
17376,71.0,2,203.2,2,3,1,231,6,At Risk
17377,24.0,20,4100.92,3,4,4,344,11,Champions
17379,11.0,1,404.66,4,2,2,422,8,New Customers
17381,9.0,29,20275.61,4,4,4,444,12,Champions
17382,65.0,1,65.4,2,2,1,221,5,Typical Customers
17383,4.0,1,199.29,4,2,1,421,7,New Customers
17384,19.0,2,336.4,3,3,2,332,8,Champions
17385,15.0,1,261.11,4,2,1,421,7,New Customers
17386,8.0,6,2686.42,4,4,4,444,12,Champions
17387,20.0,2,784.11,3,3,3,333,9,Champions
17388,78.0,4,1259.56,2,3,3,233,8,At Risk
17389,1.0,34,31833.68,4,4,4,444,12,Champions
17391,164.0,2,508.8,1,3,2,132,6,At Risk
17392,307.0,2,457.91,1,3,2,132,6,At Risk
17394,219.0,1,203.87,1,2,1,121,4,Typical Customers
17396,39.0,8,7330.8,3,4,4,344,11,Champions
17397,22.0,2,696.41,3,3,3,333,9,Champions
17398,115.0,3,653.38,2,3,2,232,7,At Risk
17400,126.0,5,2129.96,2,4,4,244,10,At Risk
17402,5.0,13,2633.85,4,4,4,444,12,Champions
17403,36.0,1,281.62,3,2,1,321,6,New Customers
17404,4.0,15,31906.82,4,4,4,444,12,Champions
17405,1.0,3,1031.41,4,3,3,433,10,Champions
17406,333.0,3,2200.42,1,3,4,134,8,At Risk
17408,163.0,1,32.65,1,2,1,121,4,Typical Customers
17409,185.0,2,771.85,1,3,3,133,7,At Risk
17410,16.0,5,1214.72,4,4,3,443,11,Champions
17411,12.0,3,778.94,4,3,3,433,10,Champions
17412,3.0,7,1258.06,4,4,3,443,11,Champions
17414,44.0,2,778.0,3,3,3,333,9,Champions
17415,80.0,1,507.84,2,2,2,222,6,Typical Customers
17416,30.0,7,6893.42,3,4,4,344,11,Champions
17418,42.0,2,463.46,3,3,2,332,8,Champions
17419,11.0,12,4226.57,4,4,4,444,12,Champions
17420,50.0,3,598.83,3,3,2,332,8,Champions
17422,16.0,6,1979.37,4,4,4,444,12,Champions
17423,46.0,2,698.41,3,3,3,333,9,Champions
17425,19.0,2,759.17,3,3,3,333,9,Champions
17426,8.0,6,5037.26,4,4,4,444,12,Champions
17427,72.0,1,100.8,2,2,1,221,5,Typical Customers
17428,1.0,28,17256.85,4,4,4,444,12,Champions
17429,128.0,3,524.92,2,3,2,232,7,At Risk
17430,33.0,2,265.76,3,3,1,331,7,Champions
17431,313.0,1,403.3,1,2,2,122,5,Typical Customers
17432,18.0,2,365.76,4,3,2,432,9,Champions
17433,88.0,1,303.16,2,2,1,221,5,Typical Customers
17434,2.0,7,2373.82,4,4,4,444,12,Champions
17436,2.0,2,216.3,4,3,1,431,8,Champions
17438,254.0,1,388.45,1,2,2,122,5,Typical Customers
17440,157.0,3,186.42,1,3,1,131,5,At Risk
17442,37.0,6,2248.56,3,4,4,344,11,Champions
17443,220.0,1,534.24,1,2,2,122,5,Typical Customers
17444,148.0,3,2940.04,1,3,4,134,8,At Risk
17446,177.0,2,120.9,1,3,1,131,5,At Risk
17447,40.0,2,541.53,3,3,2,332,8,Champions
17449,2.0,7,2520.86,4,4,4,444,12,Champions
17450,8.0,46,194550.79,4,4,4,444,12,Champions
17451,1.0,7,1721.4,4,4,4,444,12,Champions
17453,18.0,2,486.72,4,3,2,432,9,Champions
17454,192.0,4,517.53,1,3,2,132,6,At Risk
17455,204.0,1,131.7,1,2,1,121,4,Typical Customers
17456,365.0,1,249.86,1,2,1,121,4,Typical Customers
17457,127.0,5,1737.7,2,4,4,244,10,At Risk
17458,15.0,1,316.5,4,2,2,422,8,New Customers
17459,43.0,2,657.3,3,3,2,332,8,Champions
17460,94.0,6,622.43,2,4,2,242,8,At Risk
17461,23.0,3,757.46,3,3,3,333,9,Champions
17462,60.0,2,675.69,2,3,3,233,8,At Risk
17463,16.0,5,1896.41,4,4,4,444,12,Champions
17464,158.0,1,289.96,1,2,1,121,4,Typical Customers
17466,10.0,2,763.28,4,3,3,433,10,Champions
17468,10.0,2,137.0,4,3,1,431,8,Champions
17469,16.0,5,1870.97,4,4,4,444,12,Champions
17470,45.0,5,1125.07,3,4,3,343,10,Champions
17472,191.0,3,710.29,1,3,3,133,7,At Risk
17475,79.0,1,194.37,2,2,1,221,5,Typical Customers
17480,78.0,1,511.82,2,2,2,222,6,Typical Customers
17481,4.0,4,1255.59,4,3,3,433,10,Champions
17483,65.0,3,414.04,2,3,2,232,7,At Risk
17486,261.0,1,396.87,1,2,2,122,5,Typical Customers
17489,59.0,2,376.64,2,3,2,232,7,At Risk
17490,1.0,7,2092.32,4,4,4,444,12,Champions
17491,1.0,10,3558.87,4,4,4,444,12,Champions
17492,248.0,1,374.57,1,2,2,122,5,Typical Customers
17495,8.0,2,497.56,4,3,2,432,9,Champions
17496,359.0,1,271.05,1,2,1,121,4,Typical Customers
17498,76.0,1,272.22,2,2,1,221,5,Typical Customers
17499,290.0,1,622.88,1,2,2,122,5,Typical Customers
17500,17.0,3,1138.0,4,3,3,433,10,Champions
17501,221.0,2,288.6,1,3,1,131,5,At Risk
17502,9.0,4,689.1,4,3,3,433,10,Champions
17503,3.0,2,558.96,4,3,2,432,9,Champions
17504,206.0,9,2997.03,1,4,4,144,9,At Risk
17505,162.0,2,1145.84,1,3,3,133,7,At Risk
17506,76.0,1,302.2,2,2,1,221,5,Typical Customers
17507,262.0,2,605.58,1,3,2,132,6,At Risk
17508,281.0,1,387.31,1,2,2,122,5,Typical Customers
17509,58.0,8,6115.14,2,4,4,244,10,At Risk
17510,25.0,1,308.48,3,2,2,322,7,New Customers
17511,3.0,31,91062.38,4,4,4,444,12,Champions
17512,29.0,10,2924.99,3,4,4,344,11,Champions
17513,72.0,1,513.2,2,2,2,222,6,Typical Customers
17514,128.0,1,208.65,2,2,1,221,5,Typical Customers
17515,31.0,4,639.02,3,3,2,332,8,Champions
17516,15.0,5,768.08,4,4,3,443,11,Champions
17517,309.0,1,153.94,1,2,1,121,4,Typical Customers
17519,17.0,6,1844.02,4,4,4,444,12,Champions
17520,54.0,1,546.81,2,2,2,222,6,Typical Customers
17521,30.0,3,723.21,3,3,3,333,9,Champions
17522,2.0,5,1070.71,4,4,3,443,11,Champions
17523,11.0,4,652.74,4,3,2,432,9,Champions
17524,361.0,1,145.0,1,2,1,121,4,Typical Customers
17525,360.0,1,422.7,1,2,2,122,5,Typical Customers
17526,5.0,4,1195.9,4,3,3,433,10,Champions
17527,54.0,4,939.37,2,3,3,233,8,At Risk
17528,1.0,8,3628.5,4,4,4,444,12,Champions
17530,1.0,10,2385.0,4,4,4,444,12,Champions
17531,190.0,1,296.7,1,2,1,121,4,Typical Customers
17534,54.0,1,223.36,2,2,1,221,5,Typical Customers
17535,280.0,1,164.4,1,2,1,121,4,Typical Customers
17536,177.0,1,76.5,1,2,1,121,4,Typical Customers
17537,30.0,2,897.62,3,3,3,333,9,Champions
17538,26.0,1,98.42,3,2,1,321,6,New Customers
17540,25.0,2,578.9,3,3,2,332,8,Champions
17542,270.0,1,170.75,1,2,1,121,4,Typical Customers
17545,43.0,3,645.96,3,3,2,332,8,Champions
17548,234.0,1,103.3,1,2,1,121,4,Typical Customers
